,Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School,address_composite,lat,lon,osm_address
50,1060346,,Academic Romper Room Child Development Center,13712 WALTERS RD STE 110,HOUSTON,TX,77014,HARRIS,281-444-0448,Licensed Center - Child Care Program,Full Permit,4/28/2010,140,academicromperroom@yahoo.com,553709,,Y,Y,Y,Y,"13712 WALTERS RD STE 110, HARRIS County, TX 77014",,,
51,54284,,Academy Learning Center,3519 BURKE RD ,PASADENA,TX,77504,HARRIS,713-943-2560,Licensed Center - Child Care Program,Full Permit,2/16/1987,75,cpalomarez@att.net,95095,,Y,Y,Y,Y,"3519 BURKE RD , HARRIS County, TX 77504",29.656200679999998,-95.185948,"3519, Burke Road, Pasadena, Harris County, Texas, 77504, United States"
52,1717322,,"Academy of Little Achievers, LLC",10620 HOMESTEAD RD ,HOUSTON,TX,77016,HARRIS,713-530-1977,Licensed Center - Child Care Program,Initial,3/22/2021,55,,1370656,,Y,Y,Y,Y,"10620 HOMESTEAD RD , HARRIS County, TX 77016",29.8487473,-95.3021878,"Homestead Road, Houston, Harris County, Texas, 77016, United States"
53,1678801,,Academy Of Little Angels LLC,3540 N ALEXANDER DR ,BAYTOWN,TX,77520,HARRIS,281-838-8022,Licensed Center - Child Care Program,Full Permit,1/22/2019,41,dianajn2002@yahoo.com,1312804,,Y,Y,Y,Y,"3540 N ALEXANDER DR , HARRIS County, TX 77520",29.7432217,-94.9513344,"North Alexander Drive, Pelly, Baytown, Harris County, Texas, 77520, United States"
54,535288,,Academy of Little Scholars,8802 W MONTGOMERY RD ,HOUSTON,TX,77088,HARRIS,281-820-3332,Licensed Center - Child Care Program,Full Permit,9/2/1998,46,academy.scholars@outlook.com,154670,,Y,Y,Y,Y,"8802 W MONTGOMERY RD , HARRIS County, TX 77088",29.873884061224487,-95.4400962755102,"8802, West Montgomery Road, Houston, Harris County, Texas, 77088, United States"
55,1718009,,"Achievements Unlimited, Inc",20817 SUNSHINE LN ,SPRING,TX,77388,HARRIS,281-766-8070,Licensed Center - Child Care Program,Initial,4/16/2021,65,,1371815,,N,Y,Y,Y,"20817 SUNSHINE LN , HARRIS County, TX 77388",30.06947914520146,-95.44329768901237,"20817, Sunshine Lane, Kings Village, Spring, Harris County, Texas, 77388, United States"
56,1523272,,Achievers Academy,1014 LARKS TRACE LN ,HOUSTON,TX,77090,HARRIS,409-210-3606,Licensed Child-Care Home,Full Permit,3/10/2014,12,achiversacademyllc@yahoo.com,1121959,,Y,Y,Y,Y,"1014 LARKS TRACE LN , HARRIS County, TX 77090",30.008701428571428,-95.44180742857144,"1014, Larks Trace Lane, Harris County, Texas, 77090, United States"
57,1505901,5211.0,Acres Homes Head Start Center,6719 W MONTGOMERY RD ,HOUSTON,TX,77091,HARRIS,713-694-1619,Licensed Center - Child Care Program,Full Permit,5/25/2013,85,stompkins@avancehouston.org,1100626,,Y,Y,Y,Y,"6719 W MONTGOMERY RD , HARRIS County, TX 77091",29.8690589,-95.4348796,"West Montgomery Road, Highland Heights, Houston, Harris County, Texas, 77091, United States"
58,1570857,,AcroKids Academy,2705 DICKINSON AVE ,LEAGUE CITY,TX,77573,GALVESTON,281-967-7261,Licensed Center - Child Care Program,Full Permit,11/4/2015,175,,1184520,,N,N,Y,Y,"2705 DICKINSON AVE , GALVESTON County, TX 77573",29.48464068286518,-95.06789878405274,"2705, Dickinson Avenue, League City, Galveston County, Texas, 77573, United States"
59,1686658,,AcroKids Academy Friendswood,1800 W NASA BLVD ,WEBSTER,TX,77598,HARRIS,713-628-8335,Licensed Center - School Age Program,Full Permit,11/6/2019,125,,1324682,,N,N,N,Y,"1800 W NASA BLVD , HARRIS County, TX 77598",29.514411,-95.142987,"1800, West Nasa Boulevard, League City, Harris County, Texas, 77598, United States"
60,1506155,,Ada  Ezeakunne,9903 S DAIRY ASHFORD RD APT 4301,HOUSTON,TX,77099,HARRIS,832-781-8287,Registered Child-Care Home,Registered,1/7/2013,12,,1100914,,Y,Y,Y,Y,"9903 S DAIRY ASHFORD RD APT 4301, HARRIS County, TX 77099",,,
61,1686489,,Adebisi  A. Olushoga,6546 HOLLY COVE LN ,KATY,TX,77449,HARRIS,832-874-2242,Registered Child-Care Home,Registered,3/28/2019,11,,1324416,,Y,Y,Y,Y,"6546 HOLLY COVE LN , HARRIS County, TX 77449",29.872866068965518,-95.70090541379311,"6546, Holly Cove Lane, Harris County, Texas, 77449, United States"
62,1670159,,Adorable Babies #1,12703 BLUE TIMBERS CT ,HOUSTON,TX,77044,HARRIS,281-990-4288,Licensed Child-Care Home,Full Permit,7/10/2018,12,,1300881,,Y,Y,Y,Y,"12703 BLUE TIMBERS CT , HARRIS County, TX 77044",29.865413,-95.20487907984383,"12703, Blue Timbers Court, Harris County, Texas, 77044, United States"
63,1717071,,Adrianna Runnels,17442 TIDEWATER CYPRESS TRL ,HOCKLEY,TX,77447,HARRIS,281-610-7624,Registered Child-Care Home,Registered,2/10/2021,12,valleyeducationgroup@gmail.com,1370203,,Y,Y,Y,Y,"17442 TIDEWATER CYPRESS TRL , HARRIS County, TX 77447",30.0214443,-95.7829791,"Tidewater Cypress Trail, Dellrose, Harris County, Texas, 77447, United States"
64,1540886,,Advent's Beloved Children  ABC Learning Center,5820 PINEMONT DR ,HOUSTON,TX,77092,HARRIS,713-686-8002,Licensed Center - Child Care Program,Full Permit,2/13/2015,68,abclearning@adventhouston.org,1146919,,Y,Y,Y,Y,"5820 PINEMONT DR , HARRIS County, TX 77092",29.841075449999998,-95.47656269280168,"Advent Lutheran Church, 5820, Pinemont Drive, Rosslyn, Houston, Harris County, Texas, 77092, United States"
65,1693775,,Adventure Kids Playcare,4945 SWEETWATER BLVD ,SUGAR LAND,TX,77479,FORT BEND,832-886-4153,Licensed Center - Child Care Program,Full Permit,12/16/2020,102,,1334666,,Y,Y,Y,Y,"4945 SWEETWATER BLVD , FORT BEND County, TX 77479",29.587892777443596,-95.63366723963819,"4945, Sweetwater Boulevard, Sugar Land, Fort Bend County, Texas, 77479, United States"
66,1151726,,Adventure Kids Playcare,22762 WESTHEIMER PKWY STE 455,KATY,TX,77450,FORT BEND,281-769-2398,Licensed Center - Child Care Program,Full Permit,1/18/2011,88,,667848,,Y,Y,Y,Y,"22762 WESTHEIMER PKWY STE 455, FORT BEND County, TX 77450",,,
67,1630232,,Adventure Kids Playcare,2400 FM 1488 STE 900,CONROE,TX,77384,MONTGOMERY,936-271-2259,Licensed Center - Child Care Program,Full Permit,1/17/2017,121,,1250530,,Y,Y,Y,Y,"2400 FM 1488 STE 900, MONTGOMERY County, TX 77384",,,
68,1670695,,Adventure Kids Playcare,10403 KATY FWY STE 220,HOUSTON,TX,77024,HARRIS,713-838-1414,Licensed Center - Child Care Program,Full Permit,9/27/2018,122,memorial@adventurekidsplaycare.com,1301658,,Y,Y,Y,Y,"10403 KATY FWY STE 220, HARRIS County, TX 77024",,,
69,1702383,,Adventure Kids Playcare Woodforest,795 FISH CREEK THOROUGHFARE SUITE 140,MONTGOMERY,TX,77316,MONTGOMERY,936-209-2212,Licensed Center - Child Care Program,Full Permit,10/1/2020,102,woodforest@adventurekidsplaycare.com,1346776,,Y,Y,Y,Y,"795 FISH CREEK THOROUGHFARE SUITE 140, MONTGOMERY County, TX 77316",,,
70,1711691,,Adventures In Learning Academy,9803 SPRING CYPRESS RD STE 100,HOUSTON,TX,77070,HARRIS,281-747-8199,Licensed Center - Child Care Program,Full Permit,3/18/2021,98,,1361685,,Y,Y,Y,Y,"9803 SPRING CYPRESS RD STE 100, HARRIS County, TX 77070",,,
71,1695692,,Adventures of Learning,6629 BELLFORT ST ,HOUSTON,TX,77087,HARRIS,832-516-9995,Licensed Center - Child Care Program,Full Permit,10/4/2019,35,,1337218,,Y,Y,Y,Y,"6629 BELLFORT ST , HARRIS County, TX 77087",29.671293,-95.3023885,"Bellfort Street, Houston, Harris County, Texas, 77087, United States"
72,1709231,,Afsaneh  Atoufian,7835 STONE OAK CT ,HOUSTON,TX,77070,HARRIS,832-503-2143,Registered Child-Care Home,Registered,8/25/2020,12,,1357819,,Y,Y,Y,Y,"7835 STONE OAK CT , HARRIS County, TX 77070",29.97269487755102,-95.55017565306123,"7835, Stone Oak Court, Highland Timbers, Harris County, Texas, 77070, United States"
73,1683765,,After 3 After School Programs @ Briargrove Elementary,6145 SAN FELIPE ST ,HOUSTON,TX,77057,HARRIS,713-269-5936,Licensed Center - Before/After School Program,Full Permit,3/10/2021,340,,1320374,,N,N,N,Y,"6145 SAN FELIPE ST , HARRIS County, TX 77057",29.7499539,-95.4908435,"San Felipe Street, Briargrove, Houston, Harris County, Texas, 77057, United States"
74,1676117,,After 3 ASP Mark White Elementary School,2515 OLD FARM RD ,HOUSTON,TX,77063,HARRIS,713-269-5936,Licensed Center - Before/After School Program,Full Permit,6/15/2018,70,AFTER3ASP@GMAIL.COM,1309101,,N,N,N,Y,"2515 OLD FARM RD , HARRIS County, TX 77063",29.73828188124012,-95.5100054471458,"2515, Old Farm Road, Houston, Harris County, Texas, 77063, United States"
